AIZR,AIZL,GapJunction,2,Glutamate_GJ
ASGL,AIZL,GapJunction,1,Glutamate_GJ
ASHL,AIZL,GapJunction,1,Glutamate_GJ
ASIL,AIZL,Send,1,Glutamate
AWAL,AIZL,Send,10,Serotonin
AWBL,AIZL,Send,9,Glutamate
DVA,AIZL,Send,3,GABA
HSNL,AIZL,Send,2,Serotonin_Acetylcholine
HSNR,AIZL,Send,1,Serotonin_Acetylcholine
RIH,AIZL,Send,4,Serotonin
RIR,AIZL,Send,3,Serotonin
ADFR,AIZR,Send,8,Serotonin
AIAR,AIZR,Send,1,Acetylcholine
AIYR,AIZR,Send,8,Acetylcholine
AIZL,AIZR,GapJunction,2,Glutamate_GJ
ASGR,AIZR,GapJunction,1,Glutamate_GJ
ASHR,AIZR,GapJunction,1,Glutamate_GJ
AWAR,AIZR,GapJunction,1,Serotonin_GJ
AWAR,AIZR,Send,7,Serotonin
AWBR,AIZR,Send,4,Glutamate
HSNL,AIZR,Send,1,Serotonin_Acetylcholine
HSNR,AIZR,Send,1,Serotonin_Acetylcholine
RIBR,AIZR,Send,1,Glutamate
RIGL,AIZR,Send,1,FRMFemide
RIH,AIZR,Send,4,Serotonin
RIR,AIZR,Send,5,Serotonin
ADER,ALA,Send,1,Dopamine
ADLL,ALA,Send,2,FMRFamide
RID,ALA,GapJunction,1,GABA
AIML,ALML,Send,1,Serotonin
AVM,ALML,GapJunction,1,Glutamate_GJ
PVR,ALML,GapJunction,1,Glutamate_GJ
RIFL,ALML,Send,2,Glutamate
RMGL,ALML,Send,1,FRMFemide
SDQL,ALML,Send,1,Acetylcholine
AVM,ALMR,GapJunction,1,Glutamate_GJ
BDUR,ALMR,Send,1,GABA
RIGL,ALNL,Send,1,FRMFemide
RMGL,ALNL,Send,1,FRMFemide
SAAVL,ALNL,Send,1,Acetylcholine
SMBDR,ALNL,GapJunction,1,Acetylcholine_GJ
RIGR,ALNR,Send,1,FRMFemide
RMGR,ALNR,Send,1,FRMFemide
AVBL,AQR,GapJunction,1,Glutamate_GJ
AVHR,AQR,Send,2,Glutamate
AVKL,AQR,GapJunction,2,FMRFamide_GJ
AVKR,AQR,GapJunction,1,FMRFamide_GJ
DVA,AQR,Send,4,GABA
PVCR,AQR,Send,1,Glutamate
PVPL,AQR,Send,1,Glutamate
PVPL,AQR,GapJunction,7,Glutamate_GJ
PVPR,AQR,Send,2,Glutamate
PVPR,AQR,GapJunction,9,Glutamate_GJ
RIGL,AQR,GapJunction,2,FRMFemide_GJ
RIGR,AQR,GapJunction,1,FRMFemide_GJ
AVAL,AS1,GapJunction,3,FMRFamide_GJ
AVAR,AS1,Send,1,FMRFamide
AVAR,AS1,GapJunction,2,FMRFamide_GJ
AVBR,AS1,Send,1,Glutamate
AVDL,AS1,Send,1,Glutamate
AVEL,AS1,Send,1,FMRFamide
AVER,AS1,Send,3,FMRFamide
DB1,AS1,Send,1,Acetylcholine
VD2,AS1,GapJunction,1,GABA_GJ
PVCL,AS1,Send,1,Glutamate
VA3,AS1,GapJunction,1,Acetylcholine_GJ
AVAL,AS10,GapJunction,1,FMRFamide_GJ
AVAL,AS10,Send,2,FMRFamide
AVAR,AS10,GapJunction,1,FMRFamide_GJ
AVAR,AS10,Send,1,FMRFamide
AVBL,AS10,Send,1,Glutamate
AVBR,AS10,Send,1,Glutamate
AVDL,AS10,Send,1,Glutamate
AVDR,AS10,Send,1,Glutamate
AVAL,AS11,Send,4,FMRFamide
AVAR,AS11,Send,6,FMRFamide
AVDL,AS11,Send,2,Glutamate
PDA,AS11,Send,1,Serotonin
PDB,AS11,GapJunction,2,FMRFamide_GJ
VA12,AS11,Send,2,Acetylcholine
AVAL,AS2,Send,1,FMRFamide
AVAR,AS2,Send,2,FMRFamide
AVER,AS2,Send,2,FMRFamide
DA2,AS2,GapJunction,1,Acetylcholine_GJ
DB1,AS2,Send,1,Acetylcholine
PVCR,AS2,Send,1,Glutamate
RID,AS2,Send,1,GABA
VA4,AS2,GapJunction,2,Acetylcholine_GJ
AVAL,AS3,Send,1,FMRFamide
AVAL,AS3,GapJunction,2,FMRFamide_GJ
AVAR,AS3,GapJunction,1,FMRFamide_GJ
AVAR,AS3,Send,1,FMRFamide
AVBL,AS3,Send,1,Glutamate
AVBR,AS3,Send,1,Glutamate
AVER,AS3,Send,1,FMRFamide
DA2,AS3,GapJunction,1,Acetylcholine_GJ
DB1,AS3,Send,1,Acetylcholine
VA5,AS3,GapJunction,2,Acetylcholine_GJ
AVAL,AS4,Send,1,FMRFamide
AVAR,AS4,Send,1,FMRFamide
AVBL,AS4,Send,1,Glutamate
AVBR,AS4,Send,1,Glutamate
AVDL,AS4,Send,1,Glutamate
DA3,AS4,GapJunction,1,Acetylcholine_GJ
DA3,AS4,Send,1,Acetylcholine
DB3,AS4,Send,1,Acetylcholine
AS4,AS5,Send,1,Acetylcholine
AVAL,AS5,GapJunction,1,FMRFamide_GJ
AVAL,AS5,Send,3,FMRFamide
AVAR,AS5,GapJunction,1,FMRFamide_GJ
AVAR,AS5,Send,1,FMRFamide
AVBL,AS5,Send,1,Glutamate
AVBR,AS5,Send,1,Glutamate
AVDL,AS5,Send,1,Glutamate
AVDR,AS5,Send,1,Glutamate
DB3,AS5,Send,1,Acetylcholine
HSNR,AS5,Send,1,Serotonin_Acetylcholine
VA7,AS5,GapJunction,1,Acetylcholine_GJ
AVAL,AS6,GapJunction,1,FMRFamide_GJ
AVAR,AS6,GapJunction,1,FMRFamide_GJ
AVAR,AS6,Send,2,FMRFamide
AVBL,AS6,Send,1,Glutamate
AVBR,AS6,GapJunction,1,Glutamate_GJ
AVBR,AS6,Send,1,Glutamate
DA5,AS6,GapJunction,2,Acetylcholine_GJ
PLMR,AS6,Send,1,Glutamate
PVR,AS6,Send,1,Glutamate
VA8,AS6,GapJunction,1,Acetylcholine_GJ
AVAL,AS7,GapJunction,6,FMRFamide_GJ
AVAL,AS7,Send,8,FMRFamide
AVAR,AS7,Send,3,FMRFamide
AVAR,AS7,GapJunction,5,FMRFamide_GJ
AVBL,AS7,GapJunction,2,Glutamate_GJ
AVBR,AS7,Send,1,Glutamate
AVBR,AS7,GapJunction,2,Glutamate_GJ
AVAL,AS8,GapJunction,4,FMRFamide_GJ
AVAL,AS8,Send,5,FMRFamide
AVAR,AS8,GapJunction,3,FMRFamide_GJ
AVAR,AS8,Send,6,FMRFamide
AVAL,AS9,GapJunction,4,FMRFamide_GJ
AVAL,AS9,Send,8,FMRFamide
AVAR,AS9,GapJunction,1,FMRFamide_GJ
AVAR,AS9,Send,5,FMRFamide
AVBL,AS9,Send,1,Glutamate
DVB,AS9,GapJunction,7,GABA_GJ
AINL,ASEL,Send,3,Glutamate
AINR,ASEL,Send,1,Glutamate
AIZL,ASEL,Send,1,Glutamate
ASIR,ASEL,Send,2,Glutamate
AWAL,ASEL,Send,4,Serotonin
AWAR,ASEL,Send,1,Serotonin
AWCL,ASEL,Send,1,Glutamate
AWCR,ASEL,Send,1,Glutamate
ADLL,ASER,Send,3,FMRFamide
ADLR,ASER,Send,1,FMRFamide
AFDR,ASER,Send,1,Glutamate
AIAL,ASER,Send,3,Acetylcholine
AIAR,ASER,Send,1,Acetylcholine
AIBL,ASER,Send,1,Glutamate
AINR,ASER,Send,1,Glutamate
ASIL,ASER,Send,1,Glutamate
AWAR,ASER,Send,2,Serotonin
PVQR,ASER,Send,1,Glutamate
AIAL,ASGL,Send,1,Acetylcholine
AIML,ASGL,Send,2,Serotonin
AINR,ASGL,GapJunction,1,Glutamate_GJ
AIZL,ASGL,GapJunction,1,Glutamate_GJ
AWAL,ASGL,Send,1,Serotonin
AIAR,ASGR,Send,1,Acetylcholine
AIMR,ASGR,Send,2,Serotonin
AINL,ASGR,Send,1,Glutamate
AINL,ASGR,GapJunction,1,Glutamate_GJ
AIZR,ASGR,GapJunction,1,Glutamate_GJ
AWBR,ASGR,Send,1,Glutamate
AWCR,ASGR,Send,1,Glutamate
CEPVR,ASGR,Send,1,Dopamine
ADAL,ASHL,GapJunction,1,Glutamate_GJ
ADLL,ASHL,Send,2,FMRFamide
AIAL,ASHL,Send,1,Acetylcholine
AIZL,ASHL,GapJunction,1,Glutamate_GJ
ASHR,ASHL,GapJunction,1,Glutamate_GJ
HSNL,ASHL,Send,1,Serotonin_Acetylcholine
HSNR,ASHL,Send,2,Serotonin_Acetylcholine
RICL,ASHL,GapJunction,2,Octapamine_GJ
RMGL,ASHL,GapJunction,1,FRMFemide_GJ
RMGL,ASHL,Send,1,FRMFemide
URXL,ASHL,Send,1,Glutamate
ADAR,ASHR,GapJunction,1,Glutamate_GJ
ADFR,ASHR,Send,1,Serotonin
ADLR,ASHR,Send,3,FMRFamide
AIZR,ASHR,GapJunction,1,Glutamate_GJ
ASHL,ASHR,GapJunction,1,Glutamate_GJ
ASIR,ASHR,Send,1,Glutamate
ASKR,ASHR,GapJunction,1,Glutamate_GJ
AWBR,ASHR,Send,2,Glutamate
HSNL,ASHR,Send,2,Serotonin_Acetylcholine
PVPR,ASHR,Send,1,Glutamate
RICR,ASHR,GapJunction,2,Octapamine_GJ
RIFR,ASHR,Send,2,Glutamate
RMGR,ASHR,GapJunction,1,FRMFemide_GJ
RMGR,ASHR,Send,1,FRMFemide
AIAL,ASIL,GapJunction,2,Acetylcholine_GJ
ASIR,ASIL,GapJunction,1,Glutamate_GJ
AIAR,ASIR,GapJunction,2,Acetylcholine_GJ
ASIL,ASIR,GapJunction,1,Glutamate_GJ
ASJR,ASJL,GapJunction,1,Glutamate_GJ
AVFR,ASJL,Send,1,Glutamate
PVQL,ASJL,Send,1,Glutamate
AIMR,ASJR,Send,2,Serotonin
ASJL,ASJR,GapJunction,1,Glutamate_GJ
HSNL,ASJR,Send,1,Serotonin_Acetylcholine
AIAL,ASKL,Send,3,Acetylcholine
AIML,ASKL,Send,2,Serotonin
ASGL,ASKL,Send,1,Glutamate
ASHL,ASKL,Send,1,Glutamate
ASIL,ASKL,Send,2,Glutamate
ASJL,ASKL,Send,4,Glutamate
ASKR,ASKL,GapJunction,1,Glutamate_GJ
AVFR,ASKL,Send,1,Glutamate
HSNL,ASKL,Send,1,Serotonin_Acetylcholine
PVQL,ASKL,Send,4,Glutamate
PVQL,ASKL,GapJunction,5,Glutamate_GJ
RMGL,ASKL,GapJunction,1,FRMFemide_GJ
AIMR,ASKR,Send,3,Serotonin
ASHR,ASKR,GapJunction,1,Glutamate_GJ
ASJR,ASKR,Send,4,Glutamate
ASKL,ASKR,GapJunction,1,Glutamate_GJ
PVQR,ASKR,GapJunction,4,Glutamate_GJ
PVQR,ASKR,Send,4,Glutamate
RMGR,ASKR,GapJunction,1,FRMFemide_GJ
ADFL,AUAL,Send,5,Serotonin
AINR,AUAL,GapJunction,1,Glutamate_GJ
AUAR,AUAL,GapJunction,1,Glutamate_GJ
AWBL,AUAL,GapJunction,1,Glutamate_GJ
DVA,AUAL,Send,1,GABA
IL2DL,AUAL,Send,1,Serotonin
RIBL,AUAL,Send,1,Glutamate
RIR,AUAL,Send,1,Serotonin
URXL,AUAL,Send,5,Glutamate
ADFR,AUAR,Send,4,Serotonin
AINL,AUAR,Send,1,Glutamate
AINL,AUAR,GapJunction,1,Glutamate_GJ
AINR,AUAR,Send,1,Glutamate
AUAL,AUAR,GapJunction,1,Glutamate_GJ
AWAR,AUAR,Send,1,Serotonin
AWBR,AUAR,GapJunction,1,Glutamate_GJ
DVA,AUAR,Send,1,GABA
RIH,AUAR,Send,1,Serotonin
URXR,AUAR,Send,4,Glutamate
ADAR,AVAL,Send,1,Glutamate
ADEL,AVAL,Send,2,Dopamine
ADER,AVAL,Send,5,Dopamine
ADLL,AVAL,Send,2,FMRFamide
AIBL,AVAL,Send,2,Glutamate
ALA,AVAL,Send,1,Glutamate
AQR,AVAL,Send,1,Glutamate
AS1,AVAL,GapJunction,3,Acetylcholine_GJ
AS10,AVAL,GapJunction,1,Acetylcholine_GJ
AS3,AVAL,GapJunction,2,Acetylcholine_GJ
AS5,AVAL,GapJunction,1,Acetylcholine_GJ
AS6,AVAL,GapJunction,1,Acetylcholine_GJ
AS7,AVAL,GapJunction,6,Acetylcholine_GJ
AS8,AVAL,GapJunction,4,Acetylcholine_GJ
AS9,AVAL,GapJunction,4,Acetylcholine_GJ
ASHL,AVAL,Send,2,Glutamate
AUAL,AVAL,Send,3,Glutamate
AVAR,AVAL,Send,1,FMRFamide
AVAR,AVAL,GapJunction,5,FMRFamide_GJ
AVBL,AVAL,Send,7,Glutamate
AVBR,AVAL,Send,6,Glutamate
AVDL,AVAL,Send,13,Glutamate
AVDR,AVAL,Send,16,Glutamate
AVEL,AVAL,Send,12,FMRFamide
AVER,AVAL,Send,7,FMRFamide
AVJL,AVAL,GapJunction,2,Glutamate_GJ
AVJR,AVAL,Send,1,Glutamate
AWCL,AVAL,Send,1,Glutamate
BAGR,AVAL,Send,1,Glutamate
BDUR,AVAL,Send,3,GABA
DA1,AVAL,GapJunction,2,Acetylcholine_GJ
DA2,AVAL,GapJunction,2,Acetylcholine_GJ
DA4,AVAL,GapJunction,3,Acetylcholine_GJ
DA5,AVAL,GapJunction,1,Acetylcholine_GJ
DA6,AVAL,GapJunction,10,Acetylcholine_GJ
DA7,AVAL,GapJunction,2,Acetylcholine_GJ
DB6,AVAL,GapJunction,3,Acetylcholine_GJ
DVA,AVAL,Send,3,GABA
DVC,AVAL,Send,5,GABA
FLPL,AVAL,GapJunction,1,Glutamate_GJ
FLPL,AVAL,Send,14,Glutamate
FLPR,AVAL,Send,12,Glutamate
VD6,AVAL,Send,1,GABA
LUAL,AVAL,GapJunction,1,Glutamate_GJ
LUAL,AVAL,Send,5,Glutamate
LUAR,AVAL,Send,3,Glutamate
PHBL,AVAL,Send,9,Serotonin
PHBR,AVAL,Send,7,Serotonin
PHCL,AVAL,Send,1,Glutamate
PLMR,AVAL,Send,4,Glutamate
PQR,AVAL,Send,8,Glutamate
PVCL,AVAL,Send,1,Glutamate
PVCL,AVAL,GapJunction,2,Glutamate_GJ
PVCR,AVAL,GapJunction,5,Glutamate_GJ
PVCR,AVAL,Send,7,Glutamate
PVDL,AVAL,Send,6,Glutamate
PVDR,AVAL,Send,6,Glutamate
PVNL,AVAL,Send,2,Glutamate
PVNR,AVAL,Send,2,Glutamate
PVPL,AVAL,GapJunction,1,Glutamate_GJ
PVPL,AVAL,Send,1,Glutamate
PVPR,AVAL,Send,1,Glutamate
RIBL,AVAL,Send,1,Glutamate
RICL,AVAL,Send,5,Octapamine
RICR,AVAL,Send,5,Octapamine
RIML,AVAL,Send,1,Acetylcholine_Tyramine
RIMR,AVAL,Send,2,Acetylcholine_Tyramine
RIMR,AVAL,GapJunction,3,Acetylcholine_Tyramine_GJ
RMGL,AVAL,Send,1,FRMFemide
SAADL,AVAL,Send,6,Acetylcholine
SAAVL,AVAL,Send,17,Acetylcholine
SABD,AVAL,GapJunction,4,Acetylcholine_GJ
SABVR,AVAL,GapJunction,1,Acetylcholine_GJ
SDQL,AVAL,Send,1,Acetylcholine
SDQR,AVAL,GapJunction,1,Acetylcholine_GJ
SDQR,AVAL,Send,2,Acetylcholine
SMBDR,AVAL,Send,1,Acetylcholine
URYDL,AVAL,GapJunction,1,Glutamate_GJ
URYVR,AVAL,GapJunction,1,Glutamate_GJ
URYVR,AVAL,Send,1,Glutamate
VA1,AVAL,GapJunction,3,Acetylcholine_GJ
VA10,AVAL,GapJunction,1,Acetylcholine_GJ
VA11,AVAL,GapJunction,1,Acetylcholine_GJ
VA2,AVAL,Send,1,Acetylcholine
VA2,AVAL,GapJunction,4,Acetylcholine_GJ
VA3,AVAL,GapJunction,1,Acetylcholine_GJ
VA4,AVAL,GapJunction,1,Acetylcholine_GJ
VA5,AVAL,GapJunction,5,Acetylcholine_GJ
VA6,AVAL,GapJunction,6,Acetylcholine_GJ
VA7,AVAL,GapJunction,2,Acetylcholine_GJ
VA8,AVAL,GapJunction,10,Acetylcholine_GJ
VA9,AVAL,GapJunction,1,Acetylcholine_GJ
VB9,AVAL,GapJunction,5,Acetylcholine_GJ
ADAL,AVAR,Send,2,Glutamate
ADEL,AVAR,Send,3,Dopamine
ADER,AVAR,Send,1,Dopamine
ADLL,AVAR,Send,3,FMRFamide
ADLR,AVAR,Send,2,FMRFamide
AIBR,AVAR,Send,1,Glutamate
AQR,AVAR,Send,3,Glutamate
AS1,AVAR,GapJunction,2,Acetylcholine_GJ
AS10,AVAR,GapJunction,1,Acetylcholine_GJ
AS3,AVAR,GapJunction,1,Acetylcholine_GJ
AS5,AVAR,GapJunction,1,Acetylcholine_GJ
AS6,AVAR,GapJunction,1,Acetylcholine_GJ
AS7,AVAR,GapJunction,5,Acetylcholine_GJ
AS8,AVAR,GapJunction,3,Acetylcholine_GJ
AS9,AVAR,Send,1,Acetylcholine
AS9,AVAR,GapJunction,1,Acetylcholine_GJ
ASHR,AVAR,Send,5,Glutamate
AUAR,AVAR,Send,1,Glutamate
AVAL,AVAR,Send,2,FMRFamide
AVAL,AVAR,GapJunction,5,FMRFamide_GJ
AVBL,AVAR,Send,7,Glutamate
AVBR,AVAR,Send,7,Glutamate
AVDL,AVAR,Send,19,Glutamate
AVDR,AVAR,Send,15,Glutamate
AVEL,AVAR,Send,7,FMRFamide
AVER,AVAR,Send,16,FMRFamide
AVG,AVAR,Send,3,Glutamate
AVJL,AVAR,Send,1,Glutamate
AVJR,AVAR,Send,1,Glutamate
BAGL,AVAR,Send,1,Glutamate
DA1,AVAR,GapJunction,6,Acetylcholine_GJ
DA2,AVAR,GapJunction,2,Acetylcholine_GJ
DA3,AVAR,GapJunction,2,Acetylcholine_GJ
DA4,AVAR,GapJunction,2,Acetylcholine_GJ
DA5,AVAR,GapJunction,5,Acetylcholine_GJ
DA6,AVAR,GapJunction,2,Acetylcholine_GJ
DA8,AVAR,GapJunction,1,Acetylcholine_GJ
DB5,AVAR,GapJunction,2,Acetylcholine_GJ
DVA,AVAR,Send,1,GABA
DVC,AVAR,Send,7,GABA
FLPL,AVAR,Send,17,Glutamate
